,id,name,interest,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662646339
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662646339
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662646339
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662646339
0,12,A Game of Tones,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
1,246,Best Buy,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
2,607,HBO,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
3,774,LATAM,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
4,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
5,964,NORDSTROM,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
6,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
7,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1664431880
0,12,A Game of Tones,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
1,246,Best Buy,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
2,607,HBO,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
3,774,LATAM,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
4,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
5,964,NORDSTROM,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
6,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
7,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,patrianasonia,1662974824
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
1,128,ANNA LOTAN,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
2,191,Babybump,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
3,313,Calvin Klein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
4,372,Coffeegram,"[{'id': 9, 'name': 'Coffee, Tea & Beverages'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
5,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
6,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
7,777,LC Waikiki,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
8,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
9,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
10,1006,Pampers,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
11,1055,Polo Ralph Lauren,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
12,1243,Stella McCartney,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
13,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
14,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
15,1781,SheInside,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
16,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
17,14028,Gerber,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
18,14097,Miku,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
19,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
20,14320,Jordan,,2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1664431445
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
1,128,ANNA LOTAN,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
2,191,Babybump,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
3,313,Calvin Klein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
4,372,Coffeegram,"[{'id': 9, 'name': 'Coffee, Tea & Beverages'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
5,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
6,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
7,777,LC Waikiki,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
8,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
9,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
10,1006,Pampers,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
11,1055,Polo Ralph Lauren,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
12,1243,Stella McCartney,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
13,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
14,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
15,1781,SheInside,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
16,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
17,14028,Gerber,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
18,14097,Miku,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
19,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
20,14320,Jordan,,2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662974787
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
1,128,ANNA LOTAN,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
2,191,Babybump,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
3,313,Calvin Klein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
4,372,Coffeegram,"[{'id': 9, 'name': 'Coffee, Tea & Beverages'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
5,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
6,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
7,777,LC Waikiki,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
8,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
9,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
10,1006,Pampers,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
11,1055,Polo Ralph Lauren,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
12,1243,Stella McCartney,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
13,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
14,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
15,1781,SheInside,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
16,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
17,14028,Gerber,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
18,14097,Miku,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
19,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
20,14320,Jordan,,2022-10-21 11:05:17.701729,Necklow,necklowco,gyda.bell,1662645366
0,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
1,496,FashionNova,,2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
2,871,Mercedes-Benz,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
3,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
4,1385,Versace,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
5,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1664431675
0,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
1,496,FashionNova,,2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
2,871,Mercedes-Benz,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
3,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
4,1385,Versace,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
5,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662975183
0,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
1,496,FashionNova,,2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
2,871,Mercedes-Benz,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
3,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
4,1385,Versace,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
5,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,big1500_,1662645393
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
3,1007,Panasonic,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
4,1132,Ross Dress For Less,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
5,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
6,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
7,1467,Universal,,2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662974754
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
3,1007,Panasonic,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
4,1132,Ross Dress For Less,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
5,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
6,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
7,1467,Universal,,2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1664431439
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
3,1007,Panasonic,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
4,1132,Ross Dress For Less,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
5,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
6,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
7,1467,Universal,,2022-10-21 11:05:17.701729,Necklow,necklowco,e_l_d,1662645720
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
1,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
2,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
3,760,Kroger,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
4,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
5,1045,Pizza Lover,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
6,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
7,1211,Sneakerhead,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
8,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
9,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
10,14207,Vegamour,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
11,14424,Thrive Market,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662645841
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
1,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
2,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
3,760,Kroger,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
4,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
5,1045,Pizza Lover,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
6,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
7,1211,Sneakerhead,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
8,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
9,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
10,14207,Vegamour,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
11,14424,Thrive Market,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1664431677
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
1,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
2,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
3,760,Kroger,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
4,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
5,1045,Pizza Lover,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
6,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
7,1211,Sneakerhead,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
8,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
9,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
10,14207,Vegamour,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
11,14424,Thrive Market,,2022-10-21 11:05:17.701729,Necklow,necklowco,peedi_c,1662974792
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Necklow,necklowco,itsambaslife,1664431429
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Necklow,necklowco,itsambaslife,1662645508
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Necklow,necklowco,itsambaslife,1662974784
0,278,boohoo,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
1,338,Chanel,,2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
2,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
3,500,Fendi,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
4,935,NBC,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
5,1284,Target,,2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
6,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Necklow,necklowco,imara.grant,1662645451
